field_name,form_name,section_header,field_type,field_label,select_choices_or_calculations,field_note,text_validation_type_or_show_slider_number,text_validation_min,text_validation_max,identifier,branching_logic,required_field,custom_alignment,question_number,matrix_group_name,matrix_ranking,field_annotation
pod_6,surgery_data,,calc,POD,"rounddown(datediff([surgery_date_6],""today"",""d"", ""ymd"", true))","Post Operative Days (calculated in days)",,,,,"[surgery_date_5] <> """" or [surgery_date_7] <> """"",,,,,,
surgery_mhmp_06,surgery_data,,yesno,"Were MH MPP orders used (adults / trauma)?",,,,,,,"[surgery_name_6] <> """"",,,,,,
surgery_name_7,surgery_data,,text,"<span style=""color:#B40404"">7) Surgery Name",,,,,,,"[surgery_date_6] <> """" or [surgery_date_8] <> """"",,LV,,,,
surgery_date_7,surgery_data,,text,"Surgery Date",,,date_ymd,,,,"[surgery_date_6] <> """" or [surgery_date_8] <> """"",,,,,,
pod_7,surgery_data,,calc,POD,"rounddown(datediff([surgery_date_7],""today"",""d"", ""ymd"", true))","Post Operative Days (calculated in days)",,,,,"[surgery_date_6] <> """" or [surgery_date_8] <> """"",,,,,,
surgery_mhmp_07,surgery_data,,yesno,"Were MH MPP orders used (adults / trauma)?",,,,,,,"[surgery_name_7] <> """"",,,,,,
surgery_name_8,surgery_data,,text,"<span style=""color:#B40404"">8) Surgery Name",,,,,,,"[surgery_date_7] <> """" or [surgery_date_9] <> """"",,LV,,,,
surgery_date_8,surgery_data,,text,"Surgery Date",,,date_ymd,,,,"[surgery_date_7] <> """" or [surgery_date_9] <> """"",,,,,,
pod_8,surgery_data,,calc,POD,"rounddown(datediff([surgery_date_8],""today"",""d"", ""ymd"", true))","Post Operative Days (calculated in days)",,,,,"[surgery_date_7] <> """" or [surgery_date_9] <> """"",,,,,,
surgery_mhmp_08,surgery_data,,yesno,"Were MH MPP orders used (adults / trauma)?",,,,,,,"[surgery_name_8] <> """"",,,,,,
surgery_name_9,surgery_data,,text,"<span style=""color:#B40404"">9) Surgery Name",,,,,,,"[surgery_date_8] <> """" or [surgery_date_10] <> """"",,LV,,,,
surgery_date_9,surgery_data,,text,"Surgery Date",,,date_ymd,,,,"[surgery_date_8] <> """" or [surgery_date_10] <> """"",,,,,,
pod_9,surgery_data,,calc,POD,"rounddown(datediff([surgery_date_9],""today"",""d"", ""ymd"", true))","Post Operative Days (calculated in days)",,,,,"[surgery_date_8] <> """" or [surgery_date_10] <> """"",,,,,,
surgery_mhmp_09,surgery_data,,yesno,"Were MH MPP orders used (adults / trauma)?",,,,,,,"[surgery_name_9] <> """"",,,,,,
surgery_name_10,surgery_data,,text,"<span style=""color:#B40404"">10) Surgery Name",,,,,,,"[surgery_date_9] <> """" or [surgery_date_11] <> """"",,LV,,,,
surgery_date_10,surgery_data,,text,"Surgery Date",,,date_ymd,,,,"[surgery_date_9] <> """" or [surgery_date_11] <> """"",,,,,,
pod_10,surgery_data,,calc,POD,"rounddown(datediff([surgery_date_10],""today"",""d"", ""ymd"", true))","Post Operative Days (calculated in days)",,,,,"[surgery_date_9] <> """" or [surgery_date_11] <> """"",,,,,,
surgery_mhmp_10,surgery_data,,yesno,"Were MH MPP orders used (adults / trauma)?",,,,,,,"[surgery_name_10] <> """"",,,,,,
surgery_name_11,surgery_data,,text,"<span style=""color:#B40404"">11) Surgery Name",,,,,,,"[surgery_date_10] <> """" or [surgery_date_12] <> """"",,LV,,,,
surgery_date_11,surgery_data,,text,"Surgery Date",,,date_ymd,,,,"[surgery_date_10] <> """" or [surgery_date_12] <> """"",,,,,,
pod_11,surgery_data,,calc,POD,"rounddown(datediff([surgery_date_11],""today"",""d"", ""ymd"", true))","Post Operative Days (calculated in days)",,,,,"[surgery_date_10] <> """" or [surgery_date_12] <> """"",,,,,,
surgery_mhmp_11,surgery_data,,yesno,"Were MH MPP orders used (adults / trauma)?",,,,,,,"[surgery_name_11] <> """"",,,,,,
surgery_name_12,surgery_data,,text,"<span style=""color:#B40404"">12) Surgery Name",,,,,,,"[surgery_date_11] <> """" or [surgery_date_13] <> """"",,LV,,,,
surgery_date_12,surgery_data,,text,"Surgery Date",,,date_ymd,,,,"[surgery_date_11] <> """" or [surgery_date_13] <> """"",,,,,,
pod_12,surgery_data,,calc,POD,"rounddown(datediff([surgery_date_12],""today"",""d"", ""ymd"", true))","Post Operative Days (calculated in days)",,,,,"[surgery_date_11] <> """" or [surgery_date_13] <> """"",,,,,,
surgery_mhmp_12,surgery_data,,yesno,"Were MH MPP orders used (adults / trauma)?",,,,,,,"[surgery_name_12] <> """"",,,,,,
surgery_name_13,surgery_data,,text,"<span style=""color:#B40404"">13) Surgery Name",,,,,,,"[surgery_date_12] <> """" or [surgery_date_14] <> """"",,LV,,,,
surgery_date_13,surgery_data,,text,"Surgery Date",,,date_ymd,,,,"[surgery_date_12] <> """" or [surgery_date_14] <> """"",,,,,,
pod_13,surgery_data,,calc,POD,"rounddown(datediff([surgery_date_13],""today"",""d"", ""ymd"", true))","Post Operative Days (calculated in days)",,,,,"[surgery_date_12] <> """" or [surgery_date_14] <> """"",,,,,,
surgery_mhmp_13,surgery_data,,yesno,"Were MH MPP orders used (adults / trauma)?",,,,,,,"[surgery_name_13] <> """"",,,,,,
surgery_name_14,surgery_data,,text,"<span style=""color:#B40404"">14) Surgery Name",,,,,,,"[surgery_date_13] <> """" or [surgery_date_15] <> """"",,LV,,,,
surgery_date_14,surgery_data,,text,"Surgery Date",,,date_ymd,,,,"[surgery_date_13] <> """" or [surgery_date_15] <> """"",,,,,,
pod_14,surgery_data,,calc,POD,"rounddown(datediff([surgery_date_14],""today"",""d"", ""ymd"", true))","Post Operative Days (calculated in days)",,,,,"[surgery_date_13] <> """" or [surgery_date_15] <> """"",,,,,,
surgery_mhmp_14,surgery_data,,yesno,"Were MH MPP orders used (adults / trauma)?",,,,,,,"[surgery_name_14] <> """"",,,,,,
surgery_name_15,surgery_data,,text,"<span style=""color:#B40404"">15) Surgery Name",,,,,,,"[surgery_date_14] <> """" or [surgery_date_16] <> """"",,LV,,,,
surgery_date_15,surgery_data,,text,"Surgery Date",,,date_ymd,,,,"[surgery_date_14] <> """" or [surgery_date_16] <> """"",,,,,,
pod_15,surgery_data,,calc,POD,"rounddown(datediff([surgery_date_15],""today"",""d"", ""ymd"", true))","Post Operative Days (calculated in days)",,,,,"[surgery_date_14] <> """" or [surgery_date_16] <> """"",,,,,,
surgery_mhmp_15,surgery_data,,yesno,"Were MH MPP orders used (adults / trauma)?",,,,,,,"[surgery_name_15] <> """"",,,,,,
surgery_name_16,surgery_data,,text,"<span style=""color:#B40404"">16) Surgery Name",,,,,,,"[surgery_date_15] <> """" or [surgery_date_17] <> """"",,LV,,,,
surgery_date_16,surgery_data,,text,"Surgery Date",,,date_ymd,,,,"[surgery_date_15] <> """" or [surgery_date_17] <> """"",,,,,,
pod_16,surgery_data,,calc,POD,"rounddown(datediff([surgery_date_16],""today"",""d"", ""ymd"", true))","Post Operative Days (calculated in days)",,,,,"[surgery_date_15] <> """" or [surgery_date_17] <> """"",,,,,,
surgery_mhmp_16,surgery_data,,yesno,"Were MH MPP orders used (adults / trauma)?",,,,,,,"[surgery_name_16] <> """"",,,,,,
surgery_name_17,surgery_data,,text,"<span style=""color:#B40404"">17) Surgery Name",,,,,,,"[surgery_date_16] <> """" or [surgery_date_18] <> """"",,LV,,,,
surgery_date_17,surgery_data,,text,"Surgery Date",,,date_ymd,,,,"[surgery_date_16] <> """" or [surgery_date_18] <> """"",,,,,,
pod_17,surgery_data,,calc,POD,"rounddown(datediff([surgery_date_17],""today"",""d"", ""ymd"", true))","Post Operative Days (calculated in days)",,,,,"[surgery_date_16] <> """" or [surgery_date_18] <> """"",,,,,,
surgery_mhmp_17,surgery_data,,yesno,"Were MH MPP orders used (adults / trauma)?",,,,,,,"[surgery_name_17] <> """"",,,,,,
surgery_name_18,surgery_data,,text,"<span style=""color:#B40404"">18) Surgery Name",,,,,,,"[surgery_date_17] <> """" or [surgery_date_19] <> """"",,LV,,,,
surgery_date_18,surgery_data,,text,"Surgery Date",,,date_ymd,,,,"[surgery_date_17] <> """" or [surgery_date_19] <> """"",,,,,,
pod_18,surgery_data,,calc,POD,"rounddown(datediff([surgery_date_18],""today"",""d"", ""ymd"", true))","Post Operative Days (calculated in days)",,,,,"[surgery_date_17] <> """" or [surgery_date_19] <> """"",,,,,,
surgery_mhmp_18,surgery_data,,yesno,"Were MH MPP orders used (adults / trauma)?",,,,,,,"[surgery_name_18] <> """"",,,,,,
surgery_name_19,surgery_data,,text,"<span style=""color:#B40404"">19) Surgery Name",,,,,,,"[surgery_date_18] <> """" or [surgery_date_20] <> """"",,LV,,,,
surgery_date_19,surgery_data,,text,"Surgery Date",,,date_ymd,,,,"[surgery_date_18] <> """" or [surgery_date_20] <> """"",,,,,,
pod_19,surgery_data,,calc,POD,"rounddown(datediff([surgery_date_19],""today"",""d"", ""ymd"", true))","Post Operative Days (calculated in days)",,,,,"[surgery_date_18] <> """" or [surgery_date_20] <> """"",,,,,,
surgery_mhmp_19,surgery_data,,yesno,"Were MH MPP orders used (adults / trauma)?",,,,,,,"[surgery_name_19] <> """"",,,,,,
surgery_name_20,surgery_data,,text,"<span style=""color:#B40404"">20) Surgery Name",,,,,,,"[surgery_date_19] <> """" or [surgery_date_21] <> """"",,LV,,,,
surgery_date_20,surgery_data,,text,"Surgery Date",,,date_ymd,,,,"[surgery_date_19] <> """" or [surgery_date_21] <> """"",,,,,,
pod_20,surgery_data,,calc,POD,"rounddown(datediff([surgery_date_20],""today"",""d"", ""ymd"", true))","Post Operative Days (calculated in days)",,,,,"[surgery_date_19] <> """" or [surgery_date_21] <> """"",,,,,,
surgery_mhmp_20,surgery_data,,yesno,"Were MH MPP orders used (adults / trauma)?",,,,,,,"[surgery_name_20] <> """"",,,,,,
surgery_name_21,surgery_data,,text,"<span style=""color:#B40404"">21) Surgery Name",,,,,,,"[surgery_date_20] <> """" or [surgery_date_22] <> """"",,LV,,,,
surgery_date_21,surgery_data,,text,"Surgery Date",,,date_ymd,,,,"[surgery_date_20] <> """" or [surgery_date_22] <> """"",,,,,,
pod_21,surgery_data,,calc,POD,"rounddown(datediff([surgery_date_21],""today"",""d"", ""ymd"", true))","Post Operative Days (calculated in days)",,,,,"[surgery_date_20] <> """" or [surgery_date_22] <> """"",,,,,,
surgery_mhmp_21,surgery_data,,yesno,"Were MH MPP orders used (adults / trauma)?",,,,,,,"[surgery_name_21] <> """"",,,,,,
surgery_name_22,surgery_data,,text,"<span style=""color:#B40404"">22) Surgery Name",,,,,,,"[surgery_date_21] <> """" or [surgery_date_23] <> """"",,LV,,,,
surgery_date_22,surgery_data,,text,"Surgery Date",,,date_ymd,,,,"[surgery_date_21] <> """" or [surgery_date_23] <> """"",,,,,,
pod_22,surgery_data,,calc,POD,"rounddown(datediff([surgery_date_22],""today"",""d"", ""ymd"", true))","Post Operative Days (calculated in days)",,,,,"[surgery_date_21] <> """" or [surgery_date_23] <> """"",,,,,,
surgery_mhmp_22,surgery_data,,yesno,"Were MH MPP orders used (adults / trauma)?",,,,,,,"[surgery_name_22] <> """"",,,,,,
surgery_name_23,surgery_data,,text,"<span style=""color:#B40404"">23) Surgery Name",,,,,,,"[surgery_date_22] <> """" or [surgery_date_24] <> """"",,LV,,,,
surgery_date_23,surgery_data,,text,"Surgery Date",,,date_ymd,,,,"[surgery_date_22] <> """" or [surgery_date_24] <> """"",,,,,,
pod_23,surgery_data,,calc,POD,"rounddown(datediff([surgery_date_23],""today"",""d"", ""ymd"", true))","Post Operative Days (calculated in days)",,,,,"[surgery_date_22] <> """" or [surgery_date_24] <> """"",,,,,,
surgery_mhmp_23,surgery_data,,yesno,"Were MH MPP orders used (adults / trauma)?",,,,,,,"[surgery_name_23] <> """"",,,,,,
surgery_name_24,surgery_data,,text,"<span style=""color:#B40404"">24) Surgery Name",,,,,,,"[surgery_date_23] <> """" or [surgery_date_25] <> """"",,LV,,,,
surgery_date_24,surgery_data,,text,"Surgery Date",,,date_ymd,,,,"[surgery_date_23] <> """" or [surgery_date_25] <> """"",,,,,,
pod_24,surgery_data,,calc,POD,"rounddown(datediff([surgery_date_24],""today"",""d"", ""ymd"", true))","Post Operative Days (calculated in days)",,,,,"[surgery_date_23] <> """" or [surgery_date_25] <> """"",,,,,,
surgery_mhmp_24,surgery_data,,yesno,"Were MH MPP orders used (adults / trauma)?",,,,,,,"[surgery_name_24] <> """"",,,,,,
surgery_name_25,surgery_data,,text,"<span style=""color:#B40404"">25) Surgery Name",,,,,,,"[surgery_date_24] <> """"",,LV,,,,
surgery_date_25,surgery_data,,text,"Surgery Date",,,date_ymd,,,,"[surgery_date_24] <> """"",,,,,,
pod_25,surgery_data,,calc,POD,"rounddown(datediff([surgery_date_25],""today"",""d"", ""ymd"", true))","Post Operative Days (calculated in days)",,,,,"[surgery_date_24] <> """"",,,,,,
surgery_mhmp_25,surgery_data,,yesno,"Were MH MPP orders used (adults / trauma)?",,,,,,,"[surgery_name_25] <> """"",,,,,,
sub_surgery_number,surgery,"Following Surgery Information",text,"Enter the number of surgeries for this fracture",,,number,1,5,,,,,,,,
sub_surgery_name_1,surgery,"Surgery Procedure # 1 Data",text,"Surgery Name",,,,,,,"[sub_surgery_number] >  0",,,,,,
sub_surgery_date_1,surgery,,text,"Surgery Date",,,date_ymd,,,,"[sub_surgery_number] > 0",,,,,,
sub_pod_1,surgery,,calc,POD,"rounddown(datediff([sub_surgery_date_1],""today"",""d"", ""ymd"", true))",,,,,,"[sub_surgery_number] > 0",,,,,,
sub_surgery_name_2,surgery,"Surgery Procedure # 2 Data",text,"Surgery Name",,,,,,,"[sub_surgery_number] >  1",,,,,,
sub_surgery_date_2,surgery,,text,"Surgery Date",,,date_ymd,,,,"[sub_surgery_number] > 1",,,,,,
sub_pod_2,surgery,,calc,POD,"rounddown(datediff([sub_surgery_date_2],""today"",""d"", ""ymd"", true))",,,,,,"[sub_surgery_number] > 1",,,,,,
sub_surgery_name_3,surgery,"Surgery Procedure # 3 Data",text,"Surgery Name",,,,,,,"[sub_surgery_number] >  2",,,,,,
sub_surgery_date_3,surgery,,text,"Surgery Date",,,date_ymd,,,,"[sub_surgery_number] > 2",,,,,,
sub_pod_3,surgery,,calc,POD,"rounddown(datediff([sub_surgery_date_3],""today"",""d"", ""ymd"", true))",,,,,,"[sub_surgery_number] > 2",,,,,,
sub_surgery_name_4,surgery,"Surgery Procedure # 4 Data",text,"Surgery Name",,,,,,,"[sub_surgery_number] >  3",,,,,,
sub_surgery_date_4,surgery,,text,"Surgery Date",,,date_ymd,,,,"[sub_surgery_number] > 3",,,,,,
sub_pod_4,surgery,,calc,POD,"rounddown(datediff([sub_surgery_date_4],""today"",""d"", ""ymd"", true))",,,,,,"[sub_surgery_number] > 3",,,,,,
sub_surgery_name_5,surgery,"Surgery Procedure # 5 Data",text,"Surgery Name",,,,,,,"[sub_surgery_number] >  4",,,,,,
sub_surgery_date_5,surgery,,text,"Surgery Date",,,date_ymd,,,,"[sub_surgery_number] > 4",,,,,,
sub_pod_5,surgery,,calc,POD,"rounddown(datediff([sub_surgery_date_5],""today"",""d"", ""ymd"", true))",,,,,,"[sub_surgery_number] > 4",,,,,,
nonselect_spine,spine_service,,descriptive,"IF YOU ARE UNABLE TO EDIT PATIENT ON THIS FORM - IT IS BECAUSE ""<span style=color:#FF33BB>(SERVICE LIST) SPINE</span>"" WAS NOT SELECTED ON THE FIRST DEMOGRAPHICS PAGE!",,,,,,,"[service_list(2)] = '0'",,,,,,
demographics_spine,spine_service,,descriptive,"<span style=color:#000FDA>Name</span>: . . . . . . . . . [patient_last], [patient_first]
<span style=color:#000FDA>Gender</span>: . . . . . . . .[gender]
<span style=color:#000FDA>Date of Birth</span>: . . . [dob]
<span style=color:#000FDA>Age</span>: . . . . . . . . . . . [age]
<span style=color:#000FDA>Hospital Day</span>: . . . [hd]
<span style=color:#000FDA>Room #</span>: . . . . . . . .[room]",,,,,,,"[service_list(2)] = '1'",,,,,,
spine_dx,spine_service,,checkbox,"Spine Diagnosis","1, C-spine Fracture | 2, T-spine Fracture | 3, L-spine Fracture | 4, Sacral Fracture | 5, Spinal Cord Injury | 6, Spinal Ligament Injury | 7, Neurogenic Shock | 100, Other",,,,,,"[service_list(2)] = '1'",,,,,,
type_level_c,spine_service,,text,"Specify Type / Level (C-Spine)",,,,,,,"[service_list(2)] = '1' and [spine_dx(1)] = '1'",,,,,,
type_level_t,spine_service,,text,"Specify Type / Level (T-Spine)",,,,,,,"[service_list(2)] = '1' and [spine_dx(2)] = '1'",,,,,,
type_level_l,spine_service,,text,"Specify Type / Level (L-Spine)",,,,,,,"[service_list(2)] = '1' and [spine_dx(3)] = '1'",,,,,,
type_level_sacral,spine_service,,text,"Specify Type / Level (Sacral)",,,,,,,"[service_list(2)] = '1' and [spine_dx(4)] = '1'",,,,,,
type_level_cord,spine_service,,text,"Specify Type / Level (Spinal Cord)",,,,,,,"[service_list(2)] = '1' and [spine_dx(5)] = '1'",,,,,,
type_level_ligament,spine_service,,text,"Specify Type / Level (Spinal Ligament)",,,,,,,"[service_list(2)] = '1' and [spine_dx(6)] = '1'",,,,,,
spine_other_desc,spine_service,,text,"Specify Other Spine Injury:",,,,,,,"[service_list(2)] = '1' and [spine_dx(100)] = '1'",,,,,,
type_level_other,spine_service,,text,"Specify Type / Level (Other)",,,,,,,"[service_list(2)] = '1' and [spine_dx(100)] = '1'",,,,,,
demographics_spine_v2,spine_service_40868d,,descriptive,"<span style=color:#000FDA>Name</span>: . . . . . . . . . [patient_last], [patient_first]
<span style=color:#000FDA>Gender</span>: . . . . . . . .[gender]
<span style=color:#000FDA>Date of Birth</span>: . . . [dob]
<span style=color:#000FDA>Age</span>: . . . . . . . . . . . [age]
<span style=color:#000FDA>Hospital Day</span>: . . . [hd]
<span style=color:#000FDA>Room #</span>: . . . . . . . .[room]",,,,,,,"[service_list(2)] = '1'",,,,,,
spine_inj_type_v2,spine_service_40868d,,dropdown,"Spine Injury Type","1, Fracture | 2, Disc/Ligament | 3, Degenerative | 4, Infection | 5, Tumor | 6, Deformity | 7, Other",,,,,,,y,,,,,
spine_frx_level_v2,spine_service_40868d,Fracture,dropdown,"Fracture Region","1, Atlantoaxial C-Spine | 2, Subaxial C-Spine | 3, Thoracic/Lumbar | 4, Lumbopelvic",,,,,,"[spine_inj_type_v2] = '1'",y,,,,,
atlantoaxial_frx_type_v2,spine_service_40868d,,dropdown,"Fracture: Atlantoaxial","1, Atlas | 2, Occipital Condyle | 3, Odontoid | 4, C2 Pars/Hangman | 5, Other",,,,,,"[spine_frx_level_v2] = '1'",y,,,,,
atlantoaxial_frx_c1_v2,spine_service_40868d,,dropdown,"Fracture: Atlantoaxial: Atlas: Type","1, Anterior Arch | 2, Posterior Arch | 3, Bilateral Arch | 4, Unilateral Mass | 5, Bilateral Mass | 6, Other",,,,,,"[atlantoaxial_frx_type_v2] = '1'",y,,,,,
atlantoaxial_frx_oc_lat_v2,spine_service_40868d,,dropdown,"Occipital Condyle - Laterality","1, R | 2, L",,,,,,"[atlantoaxial_frx_type_v2] = '2'",,,,,,
atlantoaxial_frx_dens_v2,spine_service_40868d,,dropdown,"Fracture: Atlantoaxial: Odontoid: Type","1, Avulsion | 2, Waist Fracture | 3, Caudal Extension into C2 body | 4, Comminuted",,,,,,"[atlantoaxial_frx_type_v2] = '3'",y,,,,,
atlantoaxial_frx_dens_displ_v2,spine_service_40868d,,dropdown,"Fracture: Atlantoaxial: Odontoid: Displacement","1, Non-Displaced | 2, Displaced",,,,,,"[atlantoaxial_frx_type_v2] = '3'",y,,,,,
atlantoaxial_frx_c2_pars_v2,spine_service_40868d,,dropdown,"Fracture: Atlantoaxial: C2 Pars: Type","1, Non-Displaced (< 3mm) | 2, Displaced (>3mm) | 3, Spondylolisthesis | 4, Focal Kyphosis",,,,,,"[atlantoaxial_frx_type_v2] = '4'",y,,,,,
atlantoaxial_frx_other_v2,spine_service_40868d,,notes,"Describe ""Other"" Atlantoaxial Fracture",,,,,,,"[atlantoaxial_frx_type_v2] = '5'",y,,,,,
subaxial_frx_type_v2,spine_service_40868d,,dropdown,"Fracture: Subaxial: Type","1, Vertebral Body | 2, Facet/Lateral Mass | 3, Spinous Process | 4, Transverse Process",,,,,,"[spine_frx_level_v2] = '2'",y,,,,,
subaxial_frx_sp_v2,spine_service_40868d,,dropdown,"Fracture: Subaxial: Spinous Process Level","6, C3 | 7, C4 | 8, C5 | 9, C6 | 10, C7",,,,,,"[subaxial_frx_type_v2] = '3'",y,,,,,
subaxial_frx_tp_v2,spine_service_40868d,,dropdown,"Fracture: Subaxial: Transverse Process ","6, C3 | 7, C4 | 8, C5 | 9, C6 | 10, C7",,,,,,"[subaxial_frx_type_v2] = '4'",y,,,,,
subaxial_frx_vertb_v2,spine_service_40868d,,dropdown,"Fracture: Subaxial: Vertebral Body","6, C3 | 7, C4 | 8, C5 | 9, C6 | 10, C7",,,,,,"[subaxial_frx_type_v2] = '1'",y,,,,,
subaxial_frx_vertb_6_v2,spine_service_40868d,,dropdown,"C3 VB fx","1, Compression | 2, Burst | 3, Ext Teardrop | 4, Flex Teardrop | 5, Quadrangular",,,,,,[subaxial_frx_vertb_v2]='6',,,,,,
subaxial_frx_vertb_7_v2,spine_service_40868d,,dropdown,"C4 VB Fx ","1, Compression | 2, Burst | 3, Flexion Teardrop | 4, Extension Teardop | 5, Quadrangular Fracture",,,,,,[subaxial_frx_vertb_v2]='7',,,,,,
subaxial_frx_vertb_8_v2,spine_service_40868d,,dropdown,"C5 VB Fx ","1, Compression | 2, Burst | 3, Flexion Teardrop | 4, Extension Teardop | 5, Quadrangular Fracture",,,,,,[subaxial_frx_vertb_v2]='8',,,,,,
