field_name,form_name,section_header,field_type,field_label,select_choices_or_calculations,field_note,text_validation_type_or_show_slider_number,text_validation_min,text_validation_max,identifier,branching_logic,required_field,custom_alignment,question_number,matrix_group_name,matrix_ranking
"medial_plantar_10","fracture_10","","checkbox","Medial Plantar","1, Yes | 2, No | 3, UTA | 4, N/A","","","","","","[gustilo_class_10] > '1'","","","","nerve_abnormality_10",""
"lateral_plantar_10","fracture_10","","checkbox","Lateral Plantar","1, Yes | 2, No | 3, UTA | 4, N/A","","","","","","[gustilo_class_10] > '1'","","","","nerve_abnormality_10",""
"brachial_plexus_10","fracture_10","","checkbox","Brachial Plexus","1, Yes | 2, No | 3, UTA | 4, N/A","","","","","","[gustilo_class_10] > '1'","","","","nerve_abnormality_10",""
"lumbar_plexus_10","fracture_10","","checkbox","Lumbar Plexus","1, Yes | 2, No | 3, UTA | 4, N/A","","","","","","[gustilo_class_10] > '1'","","","","nerve_abnormality_10",""
"final_fixation_10","fracture_10","","checkbox","Final Definitive Fixation Method Performed or Planned at Discharge (check all that apply):","1, Ex-fix (exclude temporary devices) | 2, IMN | 3, Plate | 5, Interfrag Screws | 6, TITS Screw | 7, Cannulated Screws | 8, Sacral Screw | 15, Syndesmotic Screw | 9, CMN | 10, Arthroplasty | 11, K-Wires | 12, Amputation | 14, Bone Graft | 13, Nonop | 4, Other","","","","","","","","","","",""
"fixation_other_10","fracture_10","","text","Other (Please specify):","","","","","","","[final_fixation_10(4)] = '1'","","","","",""
"discharge_closure_10","fracture_10","","checkbox","Wound Closure Procedures Used Through or Planned at Discharge (check all that apply):","0, N/A or Closed Fracture | 1, Primary / DPC | 2, Flap - Local muscle | 3, Flap - Fasciocutaneous | 4, Flap - Free | 5, STSG | 6, VAC assisted | 7, Other","","","","","","","","","","",""
"discharge_other_10","fracture_10","","text","Other (Please specify):","","","","","","","[discharge_closure_10(7)] = '1'","","","","",""
"fracture_number_11","fracture_11","","text","Fracture Number:","","","number",11,11,"","","","","","",""
"injury_side_11","fracture_11","","radio","Injury Side","0, Left | 1, Right | 2, Pelvis Only | 3, Other","","","","","","","","","","",""
"injury_side_other_11","fracture_11","","text","Other (Please specify):","","","","","","","[injury_side_11]= '3'","","","","",""
"amputation_discharge_11","fracture_11","","yesno","Any major amputation at discharge?","","","","","","","","","","","",""
"amputation_level_11","fracture_11","","radio","Amputation Discharge Level","1, Shoulder Disarticulation | 2, Transhumeral | 3, Elbow Disarticulation | 4, Transradical | 5, Wrist Disarticulation | 6, Hip Disarticulation | 7, Transfemoral | 8, Knee Disarticulation | 9, Transbitial | 10, Foot/Ankle Disarticulation | 11, Other","","","","","","[amputation_discharge_11] = '1'","","","","",""
"amputation_level_other_11","fracture_11","","text","Other (Please specify):","","","","","","","[amputation_level_11] = '11'","","","","",""
"initial_amputation_type_11","fracture_11","","radio","Initial Amputation Type:","1, Surgical amputation | 2, Traumatic amputation | 3, Other","*If traumatic amputation is selected, this form is complete.","","","","","","","","","",""
"amputation_type_other_11","fracture_11","","text","Other (Please specify):","","","","","","","[initial_amputation_type_11] = '3'","","","","",""
"gustilo_class_11","fracture_11","","radio","Gustilo Classification:","1, Closed | 2, I - Open fracture, clean wound, wound < 1 cm | 3, II - Open fracture, wound > 1 cm w/out extensive tissue | 4, IIIA - Type III w/adequate periosteal coverage, extensive tissue laceration/damage | 5, IIIB - Type III w/extensive tissue loss, periosteal stripping and bone damage | 6, IIIC - Type III w/arterial injury requiring repair | 7, Other","","","","","","","","","","",""
"gustilo_class_other_11","fracture_11","","text","Other (Please specify):","","","","","","","[gustilo_class_11]= '7'","","","","",""
"ota_class_11","fracture_11","","text","OA/OTA Classification","","enter digits 00 - 99","number",0,99,"","","","","","",""
"ota_class_alpha_11","fracture_11","","radio","AO/OTA Classification Alpha","1, A | 2, B | 3, C","","","","","","","","","","",""
"bone_loss_11","fracture_11","","radio","Bone Loss","0, None | 1, Bone missing or devascularized but still some contact between proximal and distal fragments | 2, Segmental bone loss ≤ 2 cms | 3, Segmental bone loss > 2 cms | 4, Other","","","","","","[gustilo_class_11] > '1'","","","","",""
"bone_loss_other_11","fracture_11","","text","Bone Loss Other (Please specify):","","","","","","","[gustilo_class_11] > '1' and [bone_loss_11]= '4'","","","","",""
"muscle_11","fracture_11","","radio","Muscle","0, No muscle in area, no appreciable muscle necrosis, some muscle injury with intact muscle function | 1, Loss of muscle but the muscle remains functional, some localized necrosis in the zone of injury that requires excision, intact muscle-tendon unit | 2, Dead muscle, loss of muscle function, partial or complete compartment excision, complete disruption of muscle tendon unit, muscle defect does not approximate. | 3, Unable to asses | 4, Other","","","","","","[gustilo_class_11] > '1'","","","","",""
"muscle_other_11","fracture_11","","text","Other (Please specify):","","Bone Muscle","","","","","[gustilo_class_11] > '1' and [muscle_11] = '4'","","","","",""
"skin_11","fracture_11","","radio","Skin ","0, Can be approximated | 1, Cannot be approximated | 2, Extensive degloving | 3, Other","","","","","","[gustilo_class_11] > '1'","","","","",""
"skin_other_11","fracture_11","","text","Skin Other (Please specify):","","","","","","","[gustilo_class_11] > '1' and [skin_11] = '3'","","","","",""
"arterial_11","fracture_11","","radio","Arterial","0, No clinically apparent injury | 1, Artery injury without ischemia | 2, Artery injury with distal ischemia | 3, Other","","","","","","[gustilo_class_11] > '1'","","","","",""
"arterial_other_11","fracture_11","","text","Arterial Other (Please specify):","","","","","","","[gustilo_class_11] > '1' and [arterial_11] = '3'","","","","",""
"contamination_11","fracture_11","","radio","Contamination:","0, None or minimal contamination | 1, Surface contamination (easily removed not embedded in bone or deep soft tissues) | 2, Imbedded in bone or deep soft tissues OR high risk environmental conditions (barnyard, fecal, dirty water etc.) | 3, Other","","","","","","[gustilo_class_11] > '1'","","","","",""
"contamination_other_11","fracture_11","","text","Contamination Other (Please specify):","","","","","","","[gustilo_class_11] > '1' and [contamination_11] = '3'","","","","",""
"median_complete_11","fracture_11","Nerve Abnormality at Time of Admission Related to This Fracture (check all that apply):","checkbox","Median Complete","1, Yes | 2, No | 3, UTA | 4, N/A","","","","","","[gustilo_class_11] > '1'","","","","nerve_abnormality_11",""
"median_ain_11","fracture_11","","checkbox","Median AIN","1, Yes | 2, No | 3, UTA | 4, N/A","","","","","","[gustilo_class_11] > '1'","","","","nerve_abnormality_11",""
"ulnar_11","fracture_11","","checkbox","Ulnar","1, Yes | 2, No | 3, UTA | 4, N/A","","","","","","[gustilo_class_11] > '1'","","","","nerve_abnormality_11",""
"radial_complete_11","fracture_11","","checkbox","Radial Complete","1, Yes | 2, No | 3, UTA | 4, N/A","","","","","","[gustilo_class_11] > '1'","","","","nerve_abnormality_11",""
"radial_superficial_11","fracture_11","","checkbox","Radial Superficial","1, Yes | 2, No | 3, UTA | 4, N/A","","","","","","[gustilo_class_11] > '1'","","","","nerve_abnormality_11",""
"radial_pin_11","fracture_11","","checkbox","Radial PIN","1, Yes | 2, No | 3, UTA | 4, N/A","","","","","","[gustilo_class_11] > '1'","","","","nerve_abnormality_11",""
"obturator_11","fracture_11","","checkbox","Obturator","1, Yes | 2, No | 3, UTA | 4, N/A","","","","","","[gustilo_class_11] > '1'","","","","nerve_abnormality_11",""
"sciatic_11","fracture_11","","checkbox","Sciatic","1, Yes | 2, No | 3, UTA | 4, N/A","","","","","","[gustilo_class_11] > '1'","","","","nerve_abnormality_11",""
"femoral_11","fracture_11","","checkbox","Femoral","1, Yes | 2, No | 3, UTA | 4, N/A","","","","","","[gustilo_class_11] > '1'","","","","nerve_abnormality_11",""
"tibial_11","fracture_11","","checkbox","Tibial","1, Yes | 2, No | 3, UTA | 4, N/A","","","","","","[gustilo_class_11] > '1'","","","","nerve_abnormality_11",""
"common_peroneal_11","fracture_11","","checkbox","Common Peroneal","1, Yes | 2, No | 3, UTA | 4, N/A","","","","","","[gustilo_class_11] > '1'","","","","nerve_abnormality_11",""
"deep_peroneal_11","fracture_11","","checkbox","Deep Peroneal","1, Yes | 2, No | 3, UTA | 4, N/A","","","","","","[gustilo_class_11] > '1'","","","","nerve_abnormality_11",""
"superficial_peroneal_11","fracture_11","","checkbox","Superficial Peroneal","1, Yes | 2, No | 3, UTA | 4, N/A","","","","","","[gustilo_class_11] > '1'","","","","nerve_abnormality_11",""
"medial_plantar_11","fracture_11","","checkbox","Medial Plantar","1, Yes | 2, No | 3, UTA | 4, N/A","","","","","","[gustilo_class_11] > '1'","","","","nerve_abnormality_11",""
"lateral_plantar_11","fracture_11","","checkbox","Lateral Plantar","1, Yes | 2, No | 3, UTA | 4, N/A","","","","","","[gustilo_class_11] > '1'","","","","nerve_abnormality_11",""
"brachial_plexus_11","fracture_11","","checkbox","Brachial Plexus","1, Yes | 2, No | 3, UTA | 4, N/A","","","","","","[gustilo_class_11] > '1'","","","","nerve_abnormality_11",""
"lumbar_plexus_11","fracture_11","","checkbox","Lumbar Plexus","1, Yes | 2, No | 3, UTA | 4, N/A","","","","","","[gustilo_class_11] > '1'","","","","nerve_abnormality_11",""
"final_fixation_11","fracture_11","","checkbox","Final Definitive Fixation Method Performed or Planned at Discharge (check all that apply):","1, Ex-fix (exclude temporary devices) | 2, IMN | 3, Plate | 5, Interfrag Screws | 6, TITS Screw | 7, Cannulated Screws | 8, Sacral Screw | 15, Syndesmotic Screw | 9, CMN | 10, Arthroplasty | 11, K-Wires | 12, Amputation | 14, Bone Graft | 13, Nonop | 4, Other","","","","","","","","","","",""
"fixation_other_11","fracture_11","","text","Other ( Please specify):","","","","","","","[final_fixation_11(4)] = '1'","","","","",""
"discharge_closure_11","fracture_11","","checkbox","Wound Closure Procedures Used Through or Planned at Discharge (check all that apply):","0, N/A or Closed Fracture | 1, Primary / DPC | 2, Flap - Local muscle | 3, Flap - Fasciocutaneous | 4, Flap - Free | 5, STSG | 6, VAC assisted | 7, Other","","","","","","","","","","",""
"discharge_other_11","fracture_11","","text","Other (Please specify):","","","","","","","[discharge_closure_11(7)] = '1'","","","","",""
"fracture_number_12","fracture_12","","text","Fracture Number:","","","number",12,12,"","","","","","",""
"injury_side_12","fracture_12","","radio","Injury Side","0, Left | 1, Right | 2, Pelvis Only | 3, Other","","","","","","","","","","",""
"injury_side_other_12","fracture_12","","text","Other (Please specify):","","","","","","","[injury_side_12]= '3'","","","","",""
"amputation_discharge_12","fracture_12","","yesno","Any major amputation at discharge?","","","","","","","","","","","",""
"amputation_level_12","fracture_12","","radio","Amputation Discharge Level","1, Shoulder Disarticulation | 2, Transhumeral | 3, Elbow Disarticulation | 4, Transradial | 5, Wrist Disarticulation | 6, Hip Disarticulation | 7, Transfemoral | 8, Knee Disarticulation | 9, Transtibial | 10, Foot/Ankle Disarticulation | 11, Other","","","","","","[amputation_discharge_12] = '1'","","","","",""
"amputation_level_other_12","fracture_12","","text","Other (Please specify):","","","","","","","[amputation_level_12] = '11'","","","","",""
"initial_amputation_type_12","fracture_12","","radio","Initial Amputation Type:","1, Surgical amputation | 2, Traumatic amputation | 3, Other","*If traumatic amputation is selected, this form is complete.","","","","","","","","","",""
"amputation_type_other_12","fracture_12","","text","Other (Please specify):","","","","","","","[initial_amputation_type_12] = '3'","","","","",""
"gustilo_class_12","fracture_12","","radio","Gustilo Classification:","1, Closed | 2, I - Open fracture, clean wound, wound < 1 cm | 3, II - Open fracture, wound > 1 cm w/out extensive tissue | 4, IIIA - Type III w/adequate periosteal coverage, extensive tissue laceration/damage | 5, IIIB - Type III w/extensive tissue loss, periosteal stripping and bone damage | 6, IIIC - Type III w/arterial injury requiring repair | 7, Other","","","","","","","","","","",""
"gustilo_class_other_12","fracture_12","","text","Other (Please specify):","","","","","","","[gustilo_class_12]= '7'","","","","",""
"ota_class_12","fracture_12","","text","OA/OTA Classification","","enter digits 00 - 99","number",0,99,"","","","","","",""
"ota_class_alpha_12","fracture_12","","radio","AO/OTA Classification Alpha","1, A | 2, B | 3, C","","","","","","","","","","",""
"bone_loss_12","fracture_12","","radio","Bone Loss","0, None | 1, Bone missing or devascularized but still some contact between proximal and distal fragments | 2, Segmental bone loss ≤ 2 cms | 3, Segmental bone loss > 2 cms | 4, Other","","","","","","[gustilo_class_12] > '1'","","","","",""
"bone_loss_other_12","fracture_12","","text","Bone Loss Other (Please specify):","","","","","","","[gustilo_class_12] = '6' and [bone_loss_12]= '4'","","","","",""
"muscle_12","fracture_12","","radio","Muscle","0, No muscle in area, no appreciable muscle necrosis, some muscle injury with intact muscle function | 1, Loss of muscle but the muscle remains functional, some localized necrosis in the zone of injury that requires excision, intact muscle-tendon unit | 2, Dead muscle, loss of muscle function, partial or complete compartment excision, complete disruption of muscle tendon unit, muscle defect does not approximate. | 3, Unable to asses | 4, Other","","","","","","[gustilo_class_12] > '1'","","","","",""
"muscle_other_12","fracture_12","","text","Other (Please specify):","","Bone Muscle","","","","","[gustilo_class_12] > '1' and [muscle_12] = '4'","","","","",""
"skin_12","fracture_12","","radio","Skin","0, Can be approximated | 1, Cannot be approximated | 2, Extensive degloving | 3, Other","","","","","","[gustilo_class_12] > '1'","","","","",""
"skin_other_12","fracture_12","","text","Skin Other (Please specify):","","","","","","","[gustilo_class_12] > '1' and [skin_12] = '3'","","","","",""
"arterial_12","fracture_12","","radio","Arterial:","0, No clinically apparent injury | 1, Artery injury without ischemia | 2, Artery injury with distal ischemia | 3, Other","","","","","","[gustilo_class_12] > '1'","","","","",""
"arterial_other_12","fracture_12","","text","Arterial Other (Please specify):","","","","","","","[gustilo_class_12] > '1' and [arterial_12] = '3'","","","","",""
"contamination_12","fracture_12","","radio","Contamination:","0, None or minimal contamination | 1, Surface contamination (easily removed not embedded in bone or deep soft tissues) | 2, Imbedded in bone or deep soft tissues OR high risk environmental conditions (barnyard, fecal, dirty water etc.) | 3, Other","","","","","","[gustilo_class_12] > '1'","","","","",""
"contamination_other_12","fracture_12","","text","Contamination Other (Please specify):","","","","","","","[gustilo_class_12] > '1' and [contamination_12] = '3'","","","","",""
"median_complete_12","fracture_12","Nerve Abnormality at Time of Admission Related to This Fracture (check all that apply):","checkbox","Median Complete","1, Yes | 2, No | 3, UTA | 4, N/A","","","","","","[gustilo_class_12] > '1'","","","","nerve_abnormality_12",""
